"userid","tenureDay","userMessages","moodCategory"
"9TCFZRRJH2cXQFnE5U52ZJgWOMc=",0,84,""
"GOg0iYThfZX7KzdWu92mt/1V72c=",0,58,""
"vK62orkITi5NTsH4PzgJ2FsqKnE=",0,195,"negative"
"yuc+QjKM8ai1nPtITxvD88rw0so=",0,23,"neutral"
"qq6npJrZWZkvqx2ps6g/PPcwD/s=",0,67,""
"44bWt83uD9tqbC2zCJIhAtn8stQ=",0,97,"neutral"
"U+yWY0NP7Y98i9Qp60BFEV4NRl4=",0,162,"negative"
"22u5uKoUT6tltDgpL89oeJYfc3w=",0,87,"neutral"
"PH1aS1dJCTmQJdxZnBccZ2z9K/Y=",0,210,"positive"
"bdC5/XM9vRb+/lcbKHUBMHAq3Vg=",0,84,""
"Lw5mVjjHGdW/P5CPT4vKTlSUDKQ=",0,76,""
"2+9juVwz2Gw/0fjq4Q4nBvvl81s=",0,65,"neutral"
"LGRh1J3Zs24mKnmHJzZJGNJYsS4=",0,126,"neutral"
"TMZXDZmJqCjzzHyWJlrOYscVjeQ=",0,73,""
"vcvvuGTiiAMkEfA66gARR7e36Vo=",0,64,""
"+11s2fkg+oFKje/WvOYnzxbYgtY=",0,65,"neutral"
"DAq/nppeT0G+N005N4EdCNvUS/I=",0,137,"neutral"
"apEinrop4OI0KhZWlfB1vzOkgxc=",0,65,"positive"
"xQhss/suZnayV04e0TNHn08rVt8=",0,87,""
"onP9oJEJhlPVb0QbetLZs668IBk=",0,276,"negative"
"GszveRGRoOa33qPK6OJuyxlkvUU=",0,65,""
"1CDtaizyoaBI81dr+3Qxb8CPbgE=",0,55,""
"6Od1nyeaBhliYsuWosilt72U2Ko=",0,95,"negative"
"727FCbmyJNlRBj29r1RdTZ5Jnkk=",0,96,""
"oGNL2lmQIbYRf+Ds+SFiQSDTLsQ=",0,141,"negative"
"xtS7dHu3/56MTOWCfxcKACSSc68=",0,151,"negative"
"H05/InJE4yUoC7SPgg7Rgs8A0JU=",0,213,"neutral"
"nFfanBRO5k2j6ENz0la4tL9ZTXs=",0,58,""
"nVW7Ga4a+ieTtvgR91zzHVilQvA=",0,134,"positive"
"sXHmgnB9pX6/Du8g70SYhrgvHxg=",0,34,"positive"
"BH3T1oRpNWbUzFlSNC7Tv89MsUM=",0,71,""
"550r1AcaAe9i7Unjf7syvnLFN8g=",0,33,"neutral"
"USIM6vlqEnDtKMuow88RV9l9API=",0,76,""
"KW5ashGbkNyWKlwule9p4mQJyBQ=",0,92,""
"k1+/Pb92SGN8nbOJHtckai2gSYw=",0,91,"neutral"
"4zWiRWmNbHrfaf1SawmZe0066j0=",0,81,""
"0V/9oFU32HXBh4f4AW+qfNdVt38=",0,34,""
"WmmZ4AFKkiYDKW6Op1w4gqjK9LQ=",0,172,"negative"
"hRzciF43+FnrWNxCEuTM33z3Cos=",0,70,"neutral"
"TVgfoVenzM7Q2KFEg4gnYUKKqd0=",0,58,"positive"
"ifb7C0RW1q4iIVqSUNTtDBZ81uY=",0,61,"neutral"
"ydrG2mRy4DlBumbBhb+d7qVZiNk=",0,34,"positive"
"1UUuzWmUEfp9yqJ2CEcFHYqUtr0=",0,60,""
"wSbe10to4FgocANLmxj/uBKOa20=",0,49,"negative"
"PcfH6jPqkA2qD0QihRDPDXkaLos=",0,84,""
"PcT4hanEW2j+LDuH9l/DLMjf6yA=",0,70,""
"lAVJy38muFA1qePM96qOvjcSNz4=",0,75,""
"l2DLqLOkeb2fSRafb0uQOrWLZOg=",0,37,""
"Ca3rCsfytWpgt7lL2WpovRrb8MA=",0,35,"negative"
"NBwG+rpQCCIcIQd+HhxtIXZmRvM=",0,100,"negative"
"1KACQRc4t7O2q2hqkCCzgPMVMXQ=",0,91,""
"J4foaMga8yWc5Nf2IZ7a7O/SeEk=",0,64,""
"yQOr+ConOR3JUze9+aFdr429iu0=",0,23,"negative"
"3ZXEUt8IGSel8dANT6OBBMX+3Cg=",0,36,"negative"
"GeZphcCI/sGNU/I8xZEVxJUSM1I=",0,74,""
"Ou9Jmtp8tt389CeQ/CC10PKkfl8=",0,97,"negative"
"SVhMHNMvc2btf2jJgBbsVXhgseE=",0,25,"neutral"
"0Is2F4tgsaXBnAyQgVinLL0Edpw=",0,4,""
"ISMdTwF2CE0cCPqHp5/fxdaja3s=",0,92,"negative"
"a6f4VWuFf8ts9+PEQSrCcbA1mxw=",0,53,""
"QnvLYHkY64k0Ep11bOP7VZqFlp0=",0,35,"negative"
"f/E3Cl8+JPWW98Z846qDgUhePx4=",0,53,""
"qVyzInBHD+KDwYneOtRGUIjT17o=",0,89,"negative"
"5QgQ7Fk3730XrV1WlzrbHgbVC3g=",0,80,"neutral"
"gWwVFQS8HUfo9NOYkqIEmYaICGw=",0,34,"negative"
"qjZwUPeXEQhDXGqCmouVVjnduH8=",0,87,""
"HMH1D/iQtB1j3fJ2xrwCFrk6oW4=",0,68,"negative"
"C6ey93nd9Bpf/OzaM+EFwvqOkUk=",0,33,"positive"
"vOBaqkpzV3IlEjxVDJ9vW7dtYwk=",0,35,"neutral"
"q3QtxcFHNsaBAHQX//IrLUzNNoE=",0,33,"neutral"
"Y5bS20HHYJ66AWNYGqvOjRfqUAg=",0,27,"positive"
"qJamd59te/pavOGgf0EdZBFThvs=",0,33,"neutral"
"6VKJg/UTObqXejnQb4prMW54rOs=",0,55,""
"8Ue8EgTllgLEYQXqp6Dzht/vhyU=",0,53,""
"m4bdh0lVN+ZmLhn13gLq4LyocW8=",0,178,"neutral"
"4FAzkg7YBp5kdbe6LD4CQlIAUow=",0,90,""
"u1oqcpvAcfFsz3AYJrjvh9JupWM=",0,83,""
"YsU/dCBNW5kfwFsLf/mffdwKemA=",0,87,""
"y1AYwe94w+l/baVQDogbbE8hZnE=",0,76,""
"PhT8WcAeD4yrUp5yyw+ABIoDMJM=",0,49,""
"EUeUB/fR7t+cUlpzttObZlDydbs=",0,122,"negative"
"EzntJeplifM16opugLinPlwrD2E=",0,45,"positive"
"DtnpXKN7Btc3HNONZAiwXoqdg4E=",0,78,"neutral"
"9nYjxfqZpXc36kUT6V9vE9CQVfo=",0,34,"neutral"
"dGIzz2nWWpQAOkuo0hqeMqetRIU=",0,37,"positive"
"mNFLiRnpO4VMGWQuk9MiZgv5t1o=",0,106,"neutral"
"13uD+QHSbd+Vw296i/XEItN5jnM=",0,92,"negative"
"UCKwljADNKWBimX6E6ZxK9ZKN6k=",0,79,""
"/j2mvYyE7EHtjVj3nhTI1jpEPOI=",0,113,"negative"
"pTDXZ79OqC1OD3wYwwgPU3TYhyI=",0,30,"neutral"
"nfdCXt55vcr3bhHAG+JmZtz6+6Q=",0,35,"positive"
"NahYwS2IjPpIHFo/vQEf/tSrqz0=",0,93,""
"IZ2V4zoZL+ANWy29fJv61DPi4qw=",0,180,"positive"
"VzsR3if5kvuhyXDjybL7Xo7w7nc=",0,88,"negative"
"7gdUKB5sl8d5fhFVUgy3I6jYDco=",0,87,""
"WsWS6cm0N8VlGrpIFJV1mr4lG2U=",0,89,"neutral"
"Wnq2WEZhJ774HMPqhMHSgHVGZm4=",0,54,""
"+b1ml08DfgB06N1geiDKVMcqxAs=",0,32,"neutral"
"V/x2JJvqTMBEcxb5Z8/KhfCnjKs=",0,121,"negative"
"606vfAidjzBQ+AkOH79+/Bnp930=",0,36,"neutral"
"BNJbh69a9z/8llo4YueuzZcWINk=",0,89,""
"riHBH0twuOZ3uwqH2vcZHDC9mE8=",0,69,"negative"
"MBf4y+2zxLMwdiHOduDB2QByYWE=",0,65,"neutral"
"PvkJ7ELGfDJqgcFXezXvsXXwWBs=",0,75,"negative"
"U+f0q/LUnI9SsjHdcYLgGaKVcFY=",0,53,"negative"
"/u9qaQ40pbdrqr/6x+L9ZIMzs0M=",0,162,"negative"
"TN3ePcvAmCaaT+5zQYhhq25ZmDs=",0,152,"negative"
"rngAoIUTtRQZ/a2c7MjFAypih2g=",0,103,"negative"
"tAOzyyImgafL78Z7KWvZXeGL1Co=",0,34,"negative"
"ur5bBl/r98PMMTVz5on4fygut78=",0,37,"positive"
"0KR3wskSlfc8JgzdZgShnHDY2zE=",0,61,""
"OB/FqJMj0VJzHDq1SBXqe/0Cf6c=",0,34,"neutral"
"Uk2Tt1m1fqIAEyJ4woDUy5PGOso=",0,76,""
"4WwkW/ky7UptFRvRHAdVf1oMgJU=",0,167,"negative"
"D5HBIrf3jXPIfi9a3/8PSxF2ADs=",0,65,"neutral"
"frdJh7Jam7E9uqodf2WRU5zAjfY=",0,89,"negative"
"0DlY/CpCQStkPnQYKu3mBl1AFYw=",0,25,"positive"
"6MgWNGjvkfpNOLt4is+7kAl1gPA=",0,35,"positive"
"WWavaD7ElhbvUKdaCaZZlasVCVM=",0,37,"positive"
"T4jHcA/T+oeuLRF1FvIF6dc6HeY=",0,57,""
"/czD+CD1Bc+wHvHH29fBKJfk0RE=",0,76,"negative"
"qcLaYQ+Aezc6E2MlfcG7Hf2ORas=",0,108,"negative"
"XfblonAIkXzEozSy7uIFvtVwH1M=",0,70,"negative"
"9PojAneVVpzkQKP+FlPKjnQelr0=",0,28,"negative"
"0L2ElZYavmMJfJSmvcTU7S/SuYY=",0,91,"neutral"
"btIuCt8QdK/uU33ceTiHGc252oY=",0,55,""
"Aj6U6BJtTn+omMUMRiTOYeQlzEU=",0,76,""
"o5J3OYkqL2LjdpMJqHRV6rZYrA4=",0,54,""
"kj80wAexWecEAb8mfvILw7kCC4A=",0,88,""
"+lpFSiECNYH2OoG5xEwYsAx4mkY=",0,29,"positive"
"6ULBUw0oVvlcwmFUYTqifR2QNzo=",0,105,""
"mzjSXkCIlnWj9fOwpiTkYTOrR1I=",0,64,"neutral"
"cmuxau4cZTBTrql6w092KMQ8w34=",0,35,"neutral"
"qQ+oDr3RqenKPUbMLYF52g1UVgE=",0,94,"neutral"
"lKrc7fIdRFWCkqzXZi0wN9q5SrU=",0,80,"neutral"
"2kyU4N9JT2u26ocO/6Rcf4JtPwA=",0,58,""
"CK3d5DeUTuiPB82W9D+3uihqvXU=",0,58,""
"3noGIKZPx75VjASIGj3O7aFKl7E=",0,105,"neutral"
"CVCb5cUTSMrgZRBLF1zJpOKVM24=",0,55,""
"OBHMP+jOphEc5ZvTDytjXKak/90=",0,128,"negative"
"dVWXETG9148MSi2+zjuruBn++vk=",0,58,""
"y3s7GGoM522qgKwCjNFVnHNzwMM=",0,194,"positive"
"/ZoNF/VFEV17qZYHlVp1m33fEsc=",0,46,""
"AaaSNQs98HXqXex3erRja8+Qpe4=",0,31,"neutral"
"YBiyjIBIyCebDUP1CF0JQ+AKiXQ=",0,59,""
"6m7xr6QASdfRUwMAYpNdaYDTAB8=",0,33,"negative"
"W/T/KA7vNb2zzRDnHbdLel2fuJ4=",0,58,"neutral"
"1MnicVvD/Vh6gCdemY9GjZZ5IFA=",0,10,""
"anaX03UK/SouZHWduGPX1+jynww=",0,68,""
"P/0l2Z7bHT5uzW1rhpvpAyq1XjM=",0,170,"neutral"
"fS72dZqFkIhDhgA0qT9Z3UYtjiY=",0,57,""
"0ZZJviXWfr0pjtqxjGGShGbsSEM=",0,91,""
"ozQbkdqSyqlRIrwCRbONpxsJoyo=",0,200,"negative"
"blothh/z9IDmpI/B0X3flNCOBCQ=",0,84,""
"Ucug4F0pwubLpbsuw4Vi65/V8qA=",0,36,"neutral"
"rTYvzNUfcb9wYHVq1BS0Vm1FYdo=",0,48,"neutral"
"1MB3GbFoVvz6DKcbP+MeEN41s/8=",0,85,"negative"
"ESaYvLTq+zl1UbAqVK2Uo/2Qyu4=",0,36,"neutral"
"ekm2if5kbjkYmtAJSJ50PAH/R80=",0,77,""
"eI8F5Nhn20fWnbIaY7DYFQAJw0c=",0,55,""
"0aHbOGxuyX7wmZZz4efaCoSUB/E=",0,85,""
"6JObH1/Utrr02+4/Y5bp8updEWo=",0,126,""
"Tea95zrEG+JY7d1prSupQbuI87M=",0,7,""
"sMnlE9capYZIpWW09bx3Z/+vGWA=",0,262,"positive"
"ssr8SrwStDT73a9lqbi5mpLL6FM=",0,33,"neutral"
"MOYifEHQMc13nITYbbwWn4HuXCU=",0,156,"neutral"
"zB32G9BYXqPLreCDlDL3SZXC91o=",0,54,""
"daBhHH4Mkx3KgTrqXQZIlNhlzps=",0,81,"positive"
"nSYcH+j6N6yDqD4OZLhtyrI4ov0=",0,14,""
"2EfriQwavpiMx7SNuDZi2xV2eyw=",0,115,"negative"
"zSCk346+g2JVG7w/ubTgzQV9QwY=",0,56,""
"b7E24QYKdxUIAmaLCIZBYRbnDHA=",0,88,""
"8sRgYJSCC5nMWWPPbmdcUmAMPn0=",0,142,""
"N2qi0il9kQGaqeTtxlscwqg0CHs=",0,80,"neutral"
"r6aXSlF0aUv7inIEsjXgXrQSh4k=",0,33,""
"wGzWZeB05SFVchbVkgMn4j3LBWA=",0,36,""
"5pjfw8ZyDLT9azm3d2cWqtnhEWk=",0,37,"negative"
"o9HNn8bxhr9GIWpLd+Yxes0kWz8=",0,200,"neutral"
"8lKhmVqTfrZ+f0iQGFVLBjtDEcY=",0,61,""
"t/6RvzGT65ECKSuEOPfLtREwvnE=",0,51,"negative"
"2spDLyZAvZ/MKA5w8dGKRA/lmkg=",0,57,""
"ONohfyBW9pdMOr9uaDFm3qcsgUs=",0,57,""
"DNexjs04dal/KN5sX7NEIaU8urI=",0,61,""
"C3grzLsT+IFzkw2X+vJRgfCIxSk=",0,57,""
"+huvb2xBkqqS4ptEivSg3Zy3Pw8=",0,30,""
"EtwPBX6CY7+Xq5UlCXJbdlHwYlU=",0,97,"negative"
"vVsKMcaQPwBjD8reO2GUIHaHGmY=",0,78,""
"Yg2McbUCrUP7iZaONC2QmsMbjTo=",0,45,""
"wnFT9UJ49MxwAKdrEmlffkbCiPc=",0,53,"negative"
"Kky76jecZEv3SnH5nUnH9rFfwRo=",0,66,"neutral"
"b5qw/9EKSUoPmsYXCm1HFERUxrk=",0,57,""
"6ufxo2HPa/OLnxISVP0LUncdIGg=",0,79,"negative"
"aslWS0zxbhQKwG6akPCtBUlk/8g=",0,124,""
"nuI6LL8RS49SIvHugA5DxwQOVEE=",0,109,"neutral"
"Uun3ZeJRtAq+2MjIp8YWKDVK2RY=",0,37,"positive"
"5IyOgw446SlTrsGbfIMyaAeZsws=",0,185,"negative"
"KM40/K/WGuu7sL7LURpvIuJKG7U=",0,83,""
"gLya1SUxAv1gBTr1Svma1Ihwal4=",0,54,""
"ZOS9QbgGZq+pNLi2aHO58RV72So=",0,74,"neutral"
"bobO6NGbWYKM7kemT3hCGouQg+k=",0,34,"positive"
"0UCmNhXtOa5iNqs1xEl5vtuWQGw=",0,55,"negative"
"m+42OLdP/UH1yq9NI5iAPrAvLLs=",0,56,""
"v005PcaYcc7L/2ENBAA2MJQm8rA=",0,100,""
"c6gwg76lC5i9LcDvAhmu524lLj4=",0,40,""
"e2a/v1jnaJnmCfrptUetC4FR72o=",0,57,""
"hyWJ8ZcKhGyldMqFGLBCrPTEfGM=",0,97,"negative"
"GbuvK2xm/kvrUMNP9GPnrky9Rm8=",0,119,"negative"
"h1kEJwCu2fo/fe2GlIOB+iy1vBk=",0,32,"positive"
"MNrWpBftkG5BoCYmitc99uzIv3A=",0,89,""
"CeLSgWk/JFEP7gmfegtnaPDueqE=",0,54,""
"oREk26L2QGrwIVrSLBbbFslBWNc=",0,139,"negative"
"VQMaRvdsoeabO4WvmA0/+K13sFs=",0,68,"positive"
"OSsKoEzgZpkUM5TiqpHWNeC5X6U=",0,56,""
"rXyd9f/BkQLjKlOWwgSDKt43EfI=",0,113,""
"erofEoRFVn/QnnvfD7XAZzVcBvs=",0,98,"positive"
"Wqd02MPCfL57Lu9Da6db/PWAfVI=",0,65,"neutral"
"iwEa7N2+3goxKuNnZr4t+0Hyx24=",0,117,""
"FW/sJ56KH/D/MAbEzwqu4eqymMI=",0,71,"negative"
"+8NcS45JilpITEZ9RFJjQ+kqmyQ=",0,61,""
"HEtfqjecuI+1r49kvpHAxpfWtZM=",0,92,"positive"
"ZWrDhUyf5m/2FYILO5agj/qhuxc=",0,39,"negative"
"ZFtd2PcdKL5DnrS+/Ijwr8av3Bs=",0,40,"positive"
"3u+ULjAUvDlxBqFqAFmuyxtBD+k=",0,147,""
"fFCK8FyyvH+3mPHxAlD88zf4GQ4=",0,62,""
"NAnzdlpd92zmJYesTbXNAZcIKMU=",0,82,""
"5E4s1/EMDJi5oE4rMeNg7LnAAtE=",0,81,""
"pyzhyF0XyXCNTTxjEzbbOV4MIlY=",0,55,"negative"
"EG2cXGep5VbCeEwilBAZaKvqGx8=",0,92,""
"Jp83HDTvCSyApp0NtijVTvmUcnM=",0,75,"negative"
"9P9uVRUKNF18vIXrfAn4/pPu6gg=",0,93,""
"SEiHfKe1uKBGq+OqBELaio+iBWA=",0,223,"positive"
"6KyfVsevK+1uRl5TnYkRVssHZRQ=",0,40,"negative"
"25UMJHHpYA5bpTm73WFSIsaplYY=",0,79,""
"VxtR8AqM1kzjMKUMQDrRfGIKisA=",0,126,""
"TCuIQ7OUPhAL9WQSi31G7W2uKvU=",0,48,"negative"
"AdNQMqJ6cRRvGnsjU6JmG6GZB1k=",0,108,"neutral"
"Axj2LkQE3hZpTpNMl3BFp4Q0Prc=",0,64,""
"OK6mI6122SVYEbLQQJMlIfNHDKw=",0,52,"negative"
"66SwKZcCwZ1p8c8QAlHEStYHs1E=",0,67,""
"laVo4iCQeaTJgtpNMuegPHbZj+k=",0,105,""
"Ax2BDsegr0UXA4zOm3eHJRTLfy4=",0,73,""
"9eyPgvY9qTYYqwZKJVHSboXMIqk=",0,61,"positive"
"4Um/g5drKWvsptioJgmewvYTSlI=",0,345,"negative"
"ReKah8hGAQjDUbZcnEAE6dMOJHM=",0,32,"neutral"
"3H6jwi6PP2Gi6HkG1dOUrbETdLg=",0,148,"positive"
"FX7SF8jyjW5WSSSxlWG1ATA2e1I=",0,65,"positive"
"yJ9m5BQCrgnTkqXe+z825MSh3HQ=",0,83,""
"xDL0mODj4xm/7zejBiGMCV6zK3I=",0,59,""
"Myz5UpczH9jswRjj+Tv4I0HS71E=",0,123,"negative"
"UST+W7vF6pf2VnGrzNUHQ6R2A0o=",0,134,"negative"
"lqBRMbsolEfisVN70QrFJWVTjeo=",0,34,"neutral"
"tscXasmmueOKLn9DEThqsRNahc0=",0,32,"negative"
"4FooDauAo1lERVI3Rg6xtyY5afQ=",0,55,""
"M0evRNUB6oDgl9vFrqOJIdW3pYE=",0,123,"neutral"
"/1mR0uFuaG+KhQwYnPIOYvgwzJE=",0,88,""
"UW6ppqnOBRjoAo8zRg8NwojvWuU=",0,59,""
"BiR+XjBIiTlVzccFaPokJvAdmdI=",0,38,""
"HQPgx4FujurADiWbTAwWFV0yUJU=",0,95,"positive"
"BtDyP+Bd275yMqOSBRJ2Ed2geNU=",0,82,"neutral"
"TQOZ5m+GyhVMX3W+KR1BxrYBUyM=",0,71,"neutral"
"JHuR3A8tzidTuzIiXEgTm70c4JU=",0,104,"negative"
"s4DDEFjlBsdtwtF9Ue3E+7IfRLQ=",0,68,"negative"
"NCgCQcJxs6SQ128tM4w9Vctx+DU=",0,177,"negative"
"QDLur144BEyxXHiWRtpA/IpIWCw=",0,76,""
"Q4EoUZp67Qi0CfeRZv0tX9j5UIE=",0,216,"negative"
"zZOUHgGCDh3T91VcDiqrFabjwlU=",0,76,"positive"
"A37ya753JZ8v3j7ZNlIOtMKCmCI=",0,72,"negative"
"+wrHZN6TVkQumEHv4NjTjlJzee0=",0,147,"negative"
"dEvqG1Xxg68lAybAA1KbB7BhgBk=",0,253,"positive"
"R1oI6TeDNmajM8yZm5YykWB5NKI=",0,38,"positive"
"f4pT7iJxeYeCllHUsdVOnL0Flqs=",0,33,"neutral"
"Ct9hX+F0o+tWyTA4XOyTN0OLfR4=",0,74,"negative"
"Nwfj27kRxr2we+vNrlnljU+s0nk=",0,151,"negative"
"3PVqT4zmDLZGJsZ3R0HlkG/6koU=",0,98,"negative"
"gECniJViO+Tl0cgZhEf9ZBLvHVY=",0,62,"positive"
"LolDyVCbWcYn3w7T1R+fblCKhJM=",0,152,""
"WCYXGzZ7W+V68iackgTt9ThVFHQ=",0,129,"negative"
"BPQK4yw/5bWLAoIPa5zZlM7V5JI=",0,99,"neutral"
"emvqghJxYRgfMKeLrcSOt9F97qo=",0,112,""
"6aN9aaECfU8bPN6vbWEVyJDdvWA=",0,35,"neutral"
"/+1Q8QRTfZ/M/tSaIW3iHoDAtjE=",0,25,"positive"
"GEiDAb0k9FKPDM2tFyprPXy01xI=",0,90,""
"pZhmw+SJFyI849KqUrLikxMTg44=",0,54,""
"RLFFOx+uPN6V2chp24oaBluK3qQ=",0,42,"positive"
"3GvE6dvOrfsrM12m84uvaNrQMAg=",0,91,""
"PUGnQpyzr/W98lK2mgKxqgfErdI=",0,15,""
"H1tHVTwwEBVegTSmjgPbHoHY5F8=",0,81,"positive"
"2D6eqTp04GEuW8TjvZySh/urf1g=",0,87,"neutral"
"kczQTkXrlIkew6ZysGhsHWTmHGU=",0,83,""
"8I1UqxO2p7vANQpE0TVUr7ouocc=",0,102,"negative"
"HtVEaTxb5TpVj0M9BtkF+fxayQ8=",0,15,""
"lJ1WH2jxPno+9+0YMmYMvY4M+TQ=",0,191,""
"dsVzpBwymQ2gzguJmx+6LFR7mMs=",0,31,"positive"
"o8ceaxUA2y0crUL2lnKrnuzrU1s=",0,133,"negative"
"352ZUqgE7YjWVUQrhe49vCWEBX8=",0,63,"positive"
"tu4NABFpj9JfdJb9RgUAOGLdXMM=",0,73,"negative"
"OHM3YG7NVljYBlmBCJfDUFCwFh8=",0,180,""
"zeVlBogJCAUytopJeQlNFpeWDXM=",0,132,"negative"
"CYWgi+beldZjpUvzieG2MrWDthY=",0,63,""
"LDykHRgmz6kWnDOQkiwJ5CHOXN8=",0,150,"negative"
"lYFcLLq8yIJEoT85/OffTDCzLvs=",0,109,"negative"
"k49AVcoJ/rNEwPWVmCvzcJA1GK8=",0,70,"neutral"
"yTR0MrWlNC2f/drLSeFubBkb7Ls=",0,58,""
"usEQlxU9pbeFkbjrWeX/piNK+1g=",0,86,"neutral"
"FjlSfoy/KXWqKZ0rL87n0frDsek=",0,75,""
"E0mioXHClALRlb2K6Z//CyX0wJQ=",0,66,""
"319dfpn9sdWmCYPGltunxMyv8pw=",0,91,"negative"
"SXrT5v2mOsZZ1O4TYTwXnY6fNJM=",0,86,"neutral"
"KV2yyZW+0z8Ur/XFu+Mf997AP7w=",0,115,""
"nu6tsJJ9XbdgfU34gOwVIkkn1xo=",0,195,""
"5UBEIziUX9aP+SVaO03duSBZkbo=",0,39,"negative"
"EI424obg5f6ea3b+N6Y3NOYxAJA=",0,197,"negative"
"C1pxy+JUG/XJcmRk5rNcJsrH/zo=",0,59,"positive"
"8sJGlOSJA2hOpVyBIRGKWg6O4cs=",0,110,"positive"
"X2BXL4PVlKF8uJqRS/vf8FUrS+g=",0,98,""
"YbZJwgeT/vlwuZ+8aMUw6t80S+w=",0,16,""
"rlqJ62+CEg4sgRxR9qQcAzcjWF4=",0,58,"negative"
"/02hkTBgwOFQBB1U+OEzFVqaTX4=",0,185,"negative"
"mSJavf28GtaFXrnflqnlLzcVyJ8=",0,68,"neutral"
"3FyLc27gHs5ts9N0jWobLSOpZZ8=",0,76,"neutral"
"OTVMxtoBYDnxFe53e8shCABZ1+k=",0,90,"neutral"
"3UYGJXBAH+pD2k0/je2pqV1wgHc=",0,78,""
"w1QTNd2Ls8FMnm+44mSRft180sQ=",0,83,"negative"
"ihAzxEmtu48iXDvuRKF8YzQzrX8=",0,57,""
"SYtQXuAG9jAGwcCpDH09+q9or8E=",0,76,""
"/Nt58v10JoTSwQEMC8gh13aR2xA=",0,59,""
"GcIPDn0u9jOWxauIzUlSMNrEbc8=",0,69,"positive"
"6vbOZ0cr64FbHUN9Jm/tdrzWA4I=",0,107,"negative"
"a+uNzsCWkYm65BEzd4W8Q9KqhyQ=",0,58,""
"fcVfqt6ufG8UQAbOGykTCs/JrdQ=",0,67,"positive"
"ZfSx3Zrnfbw4tG5KwZ9XKTMSW8g=",0,112,"positive"
"F2yGnbYIMVS+EyM0hsS4EiynKow=",0,33,"neutral"
"zk7zJGq2bfwfVEh1eROsjbWw0qw=",0,57,""
"HYCy2NXk472/9IJIVGrdihQ6W3Q=",0,145,"neutral"
"zdN8HyDxRMYKdWochgbpCN2pYgc=",0,164,"positive"
"4JXQ2BG6/GhFs9ExJPDNemHFMN4=",0,57,""
"SsHunXBW5eaFGny2/vt6o/2jHEI=",0,38,"negative"
"CRJ+mmwHNjJRmgaLmC6SDO16rIU=",0,61,""
"CqfmIpq9MGUeojDlcXxNBe3jX2U=",0,129,"negative"
"HS1yH3gG70Mn8i+K6lycc1/nIgM=",0,88,"neutral"
"97Q5Ap6GsGhxqqO+Ou2Ffo0VKow=",0,5,""
"WTyelyvMzaNo9yZdCOivsRuTUFg=",0,86,"positive"
"ei4AOkrF/iv7IobEWegrG+xhwZ0=",0,137,"negative"
"2acnxzoUdio66reTmdSEiaTOabk=",0,102,""
"RWOa++pLUq/9mnCJcMBKuHyZh2o=",0,56,""
"nYHKr9i0Wl4XEoqtIhr5ZEx5xL4=",0,115,""
"dGJ15fDGFS1s0oxu6O6P1eKSHZQ=",0,93,""
"o3Tna9yK7Zbb++pt6cEq7/DyTVY=",0,78,""
"Pou8wm2+n+69nvaqKoxq7eFrW+M=",0,106,"neutral"
"Xrj94vt0ufYI3AfbzYdSuJPpMog=",0,46,"neutral"
"AlA+HdX8C/1Trmpi67g6g7kO/ic=",0,51,"negative"
"D4jwETu9WwdUk7MFuA8k5Zn7FYk=",0,56,""
"zYz6Pb2XlvMJInO01rOns391OZA=",0,164,"negative"
"rDGFmmJWPlrArBtFRYM7XtpUN4k=",0,86,"neutral"
"GQJiehU+7TnynE7rpQrm42pj9Ss=",0,41,"neutral"
"/JojM3OMJ7a7DJRQJUhMh3Mm2HI=",0,74,"negative"
"nuiwU6iD87VVGW4h8TrqiMpnFPo=",0,58,""
"OSe6CcOUjAC/v+DBO1caGeDDJwE=",0,34,"neutral"
"PKGbEvaQ/wUF4yJZhyvBAaBHAFQ=",0,33,"negative"
"F/mkIokLy4WlZPnzLR1yczZXYbs=",0,74,"neutral"
"Yd7ctVb0CzINc6zSnmqsWoscxeE=",0,34,"neutral"
"Bb6L4ZQuDcuuzGpISNsViPbVJUI=",0,134,""
"TpKwye+b3ZBW+OdokN3Ghd+Vlx8=",0,34,""
"NgRIMYXBQ4mAaAn1P4eNpk1DJAY=",0,33,"negative"
"GWfPmND2NDAW/lmfOz1wDzKLPjU=",0,91,"neutral"
"udbIE03jvy1q3JXz/R93c9dK6r8=",0,36,"neutral"
"3nJ1yWJoLyom9qA5J99LPkm2IRQ=",0,26,"negative"
"0lLhEJbbrzyfkDWKslGckecwUNY=",0,186,"neutral"
"OQnvu1KvZyzez/5MyVXWbqL7el4=",0,74,"positive"
"1bRgwy+5L1+xO2L98tbmrpntTYQ=",0,60,""
"42gUNeRZDh2iNv2GuFmTADPenwQ=",0,125,"negative"
"SfUoEJN2yQb16sh8GnGaYCkbzWU=",0,56,""
"ZO+ql6ZIEvCt0/agr/GPjOcrbd4=",0,184,"neutral"
"4xTV1NwgHj0GPJfGt+BoydvR23s=",0,103,""
"wxqVmT5erlnXeChMttdVZCNP4TM=",0,99,""
"o009ZyC3g47ObGS5Dah7mttgz+g=",0,65,"negative"
"xVRHblnUFZvWnzXkmcONyJ5I1no=",0,65,"negative"
"cM+mu+H9ZI9T88eiyCpqff0i3es=",0,260,"neutral"
"vYMvJqgFm+qT5y1pe9N+JDYLLI4=",0,75,"negative"
"vMfJWiSAiKfjS4FVBRNqjRsmeIM=",0,40,"negative"
