userid,mobilePlatform,tenureDay,waiBondSubscore
yNG5k3EHyreoOTjvIHTpvvecSm0=,android,5,4.25
qMhM9r9qZbGZ5IqWiIAkjXqp4dw=,ios,4,3.25
JXezIGGc3wh2+nf5xjR58EDe8UE=,ios,5,4.25
IknxNioy8QjevMUz4hoBjLb2GVA=,android,15,4.75
v5IHTw3k1b4LgOKJ8K4qIxOfMg8=,android,15,3.5
cFGegk5F1NxRLdcZQaXa1tPfs04=,android,6,4.75
buvW1gQovLW55K+tSfQiCxJGG6w=,ios,5,4.25
RWOa++pLUq/9mnCJcMBKuHyZh2o=,ios,4,3.25
KuUbEm6NOj3apueqP+iFBxdKGek=,ios,4,3.0
pZ1ye113oE9iGjeq9vmOmGmat9c=,ios,4,4.0
GveG8ECKnAFYym20rm74dJGZ7XQ=,ios,6,3.75
0fgiD/DCJa/Ea+4KpiRRzMYxMH4=,ios,4,4.0
XQhh08KoBL96P/XrPBxn/7jPHJo=,android,5,3.0
mtbrHMIb77wdo/pUIMTvqiXz2qU=,android,4,3.0
Vnj5EeZnfGhJAXANgoB/d7vJe8c=,ios,4,4.75
QjMPeXDzYVIqTsYS7abWAgNs8qQ=,ios,5,4.0
Qx5N0UOPLXt/oKTnetIYys4YiXE=,android,4,3.75
rEnHm/ZLgwmtBBCJVB94QO4Qw54=,android,15,4.5
8SxraW4J7ygvfp8z/eQAr/YY974=,android,4,3.25
kjd4p/+kQri7dKptUg/l4uVi8Do=,android,14,5.0
dlqAC1e02YiNWa4OrMRDxrFjCoI=,ios,14,3.75
fJ/EFfHmWF+Y8gdpwBadvjWPO+4=,android,15,2.0
rngAoIUTtRQZ/a2c7MjFAypih2g=,ios,4,2.5
Y+PyrNweIU0VNKmDIpNCW/0kcL8=,ios,6,2.25
NZp0jxAj+I/GHK5EnRsm57i7cTw=,android,6,4.5
7JgKjO2FtJVz4pFcEYwtwukn6eo=,ios,6,4.75
FW/sJ56KH/D/MAbEzwqu4eqymMI=,ios,14,3.75
G1BCz3B42yrw1Cl90R0Zuyti32Q=,android,6,3.0
1jx+gwJY715K5xKt55kb4yiC9vU=,ios,14,3.75
ybtSB1UA3axMIUI62mErPVLej64=,ios,6,5.0
Gpxo2YFHrVbL8K9w1dARlNf/XHk=,android,4,3.0
OBLl8FvTghyTGnG81KKdwy0v6u4=,ios,5,4.25
5/FZv/2jK0MVJwQ8cWvfqBy9gkQ=,android,4,3.0
8PVTPZKimqt5iTIolavKnGZmwJk=,android,4,3.75
E63QPfUrxL2JWoihsaMxUrcc2F0=,android,4,4.0
E63QPfUrxL2JWoihsaMxUrcc2F0=,android,15,3.75
opCv4rhxtUA9p4qLNQuHP+gsA8Y=,ios,5,4.0
2uC4kJEuzkIJoQaYpevV9VcXQBc=,ios,4,3.5
zGLneQDSSt/hNi55HS4+G0BaD/c=,ios,5,3.25
0BLb7UCOKSyq1u9oi9EaZyfBJ54=,ios,5,4.25
WkLbpgAV4xDicy22srZjP2CgBeY=,ios,4,4.0
je07cu3ygSBNN7fA0OIVN73u69Y=,ios,5,5.0
M/2I4OzaO0qUsFkrvAHZwvcushI=,ios,4,4.5
m54XkQCDRUSGIlTDxoeTkqkKWEU=,ios,4,2.25
VujVUhRklLNBF8z1EiA8Bqyzh5w=,ios,4,4.0
3t7yjchPFXhkbNXJoEChB9fEig8=,ios,5,4.75
3ve04wLRuL8lrg05Kv9Y4oL4ACI=,ios,4,5.0
wteRTz0hQQL8w/kVNHDaTZVW+Hw=,ios,6,4.25
fegboPVIVJobkn/X7+BXJN9iRJg=,ios,5,5.0
CMMQIfhLp5KJbFHK2cofgXP5Jes=,ios,5,3.5
87xaAXqhGRgsCZuI3jU7zpV21vw=,android,4,3.0
GPXAXBZvpzIhycvkhWCD/YkM6eI=,android,4,5.0
L91349VpzK+/JWJz1tTaBylVyJI=,ios,5,3.75
2hlX9NFVPFBCHPQtRV4LYrSjhgQ=,android,15,4.5
mzjSXkCIlnWj9fOwpiTkYTOrR1I=,ios,5,2.0
wd+o4MZkufGdIwFfHP8l5nLFpQ4=,ios,5,3.75
2FlHAkyxQHLa3rckfPf9tUjh6fQ=,android,5,3.5
JYy5cPHL3DVBP73ARXxYMFdULfU=,ios,5,4.75
0CjAhZ+Odw6Zz1YT21wlb92yuos=,android,4,4.75
pXc0tT/CfGuYimI1t+uGBfFQizA=,ios,15,3.5
bynz48+QKRlMzj3mHzCgz4rAFiI=,android,6,3.0
ym44Qj2ZlJfsyEu+P3Nr335RWmo=,ios,5,2.25
yj44Ksj5PjYjwv6V/r3p/GO+JOI=,ios,5,4.0
M5LdR0uyurUqODRf290z1vy74eY=,android,5,3.5
f/E3Cl8+JPWW98Z846qDgUhePx4=,android,4,3.25
UDT6stxh39OXPQD6IhNIcqyNfoU=,android,14,2.75
RhD5GDnRb2IpYznxVfdvitfsEFM=,ios,5,3.5
qkE/iJ3UefKLGpKwshv+kj8ZRy4=,android,4,4.0
s4NmbSuOb3wQ/GnPmfz6z7hUV60=,ios,5,5.0
j2CUmzdpoePinjMtMCuR7Kg6cyE=,android,14,4.0
7xLtMLEdBPyqTnkoCP69YtGf2qQ=,android,5,4.0
lt83AwVIOTCA/BLDq3Yz8bBF1Nc=,ios,5,3.75
bYhDVlk8Tce0hclcx6c05DswhEs=,ios,4,4.0
WajKx3FWj7gvTh75DCSkEljl4sQ=,ios,5,4.0
9I4nnqAuNpxtKuKolRYt+Bwjiac=,ios,6,3.5
GGwBllcEsgLeV8oXU9xhq56iemk=,android,5,4.5
hMSmlh419Up6pwTMN6HESFU6NtY=,ios,5,2.5
Q1csrlspB8lLYeK34oYY4NDTpck=,ios,4,4.0
5MNpk7y7o6ijH9Yxv35uJK0fCyw=,ios,4,4.25
96XIKMALNXMUpSSBmTu/LoyHAA4=,ios,5,2.25
CL5TvKqbk7FzAdrex33zOHbBdMs=,android,14,3.75
H5Z5EFhluvacs2TVzjw7FgLYVlQ=,android,4,3.75
LlsiCRL/TudQrVEObA6bgWwdkSw=,android,5,3.75
BEfFOMOIz/zpDmL6nB1x5tspBak=,ios,6,4.5
wfQFFhDUkVRE2d903qQhMGFpCiU=,ios,4,5.0
O0YETf7L32sXVeZNQUco1k8+2Ks=,android,5,2.25
mnMr08G40G2qRABEAY5zsC4S16c=,ios,5,3.75
YhonN44yYTEgYZX6iEyml1Ydms0=,ios,5,4.75
1KHnozGEiEvXmk5Zf1VpYP+XuWY=,ios,4,3.75
s/awp7uXxkMOrkZTIs82xcNYJ3M=,ios,4,5.0
EG2cXGep5VbCeEwilBAZaKvqGx8=,android,4,4.25
Ym91rk162WDRx0KVc90Iec9Bn1o=,ios,4,3.75
y3s7GGoM522qgKwCjNFVnHNzwMM=,ios,4,3.5
0vryEJEVajBWl8ZC7kl7CJYVBTg=,ios,4,4.25
sRYjFuSnxwPXg+zCitfg5KumSWo=,ios,4,4.5
gAQIoa8OPwoCKWNJSj7AT80YKZE=,ios,14,4.75
KSi+HoBMZfvyIyu8ZLlgYvpzlrE=,ios,5,3.5
rTBjUGg5jsNknKNZzu5iWDGeuuE=,ios,6,5.0
FX7SF8jyjW5WSSSxlWG1ATA2e1I=,android,5,4.75
h+Zs3CNP9YniQuwzie3h0uLzxHE=,ios,5,3.75
gsL+eHM7v8mLcjAhgkzb+Ei6eWY=,ios,4,4.75
6g+j1+E0QivcpxKNcbbvSC89kTU=,ios,4,3.25
m+7dITKQVrpMmuTaQrbdRzShWxk=,ios,4,3.5
KklEnwqDc5qkq2oWKdSstAfT0s4=,ios,4,2.5
Q9sLsymiYY0WjBPEWB+fr4D0UOc=,ios,5,2.75
6fuZjmWdAq+/cyLva6I915Rbctc=,ios,15,5.0
gIkwh8JEjE+V1CuqRAg9oKiqUzk=,ios,14,5.0
IO7k7gpGq+H8hzlDal1hjU+HwHI=,ios,5,3.25
Rrkl7Z869i9NA4bqJqqgLvzPbS8=,android,15,3.5
kAA0xaC1/UrpvC8LngfeOa6ycIQ=,android,4,5.0
rLKsSfPvMrJnrwGCskGiB7S/bYc=,android,4,4.25
ySy0YS4sYvZYzwRT/uYAQt1fkjk=,ios,16,3.75
StO+FAORu5PEhu27Ybq5eNmndMI=,android,14,5.0
JXezIGGc3wh2+nf5xjR58EDe8UE=,ios,16,4.75
XwuPA2yEHBz9OkkBvAuyq6b2P0o=,ios,6,4.5
i/lZzl9wHjk5f25VuWiN4pGFt9s=,ios,16,4.0
pZQuFORkL4aYrD1ht3/kkDmNXLQ=,ios,5,3.0
Y9TeRQfBoyhWMNd5m3PlLE5MYww=,android,4,3.75
oGkKG5xtcOV7JpPKRPf3ExqHoRs=,android,4,4.0
XTvJpNt5CdXQFqS2SBuFIQNp6WI=,ios,5,3.75
K9ordmaX/loYE9uF1zrUTtBtp+E=,ios,4,5.0
3l/+gu3jPUdEX5IATW6H6tp001k=,android,6,3.5
k3T7B7ggWhGuuNaOgxD0SZMMcO0=,ios,6,3.0
3YfMGNnh5DMioIIcgFbDvoCwU9M=,ios,5,4.75
kEx1mkaSzrgnfb43sFDOLjOH6O0=,ios,4,5.0
vMfJWiSAiKfjS4FVBRNqjRsmeIM=,ios,15,4.5
ffB4jCYFTHBFpZtTqoWLEHhp7+w=,android,6,3.75
h7T+w5ZT88RCSZhPe+6UihzhLmM=,ios,4,4.5
eFW84QDefAxtwqZCE60umBN1Dlg=,ios,15,4.25
y/PjSLb6sv0T7VMLHSgSCi/Aw5I=,ios,5,5.0
kgHHVwWpBGKPbYm1aTGZ7RB0BOY=,ios,4,3.75
O0YETf7L32sXVeZNQUco1k8+2Ks=,android,14,5.0
E66wzrTZxR4rJmIY1Rqi20tfiOA=,ios,15,4.0
BUjc1fJZl8hw3jh6gEfQrjW7yoI=,ios,5,3.5
VuvwMRO/Y6lTUeR3crEGePyA49g=,android,14,4.0
dZf0hiXOpIpCEVlyB5LffSkMcyI=,android,4,4.25
UkaU3/kBUe2WbyX/OH7nx1Cevxc=,android,4,5.0
5UesUPxBWQfHdHWUBWpS6WWqDSk=,ios,6,4.0
Rp4LHu8F7l2U4GVnRnKS+JIckdM=,ios,4,3.75
dZZrfE5dhbYkkdpCjA7zPzkEi/A=,android,4,1.75
yxD+hMVgZYNykuAR5owJDpM4Z7E=,ios,4,4.25
yafgzOsCg0qG6NCn+HuEV7SVgBc=,ios,4,4.5
ISi4fbrqS+CdM23pB+/eFHh+55Q=,ios,5,4.5
MAcUfjc4C69qy2GsNeEP1+h3RfU=,ios,4,3.0
mi2ZUxA26tJk+MjuvMhVYqA1yd4=,ios,4,2.5
vTmLy8fc8q3knanFqZkkufEN5b8=,ios,4,3.5
F99AaxnHqXx6lmtqixdPEqwfPR4=,ios,14,3.25
TK9wsV++oKQTBwTmCCrCCWt9o8E=,android,14,4.0
ZcQF46p3Qs6Jftom3cTfLKFP4eU=,ios,16,4.75
JJ4YQf1EvThC/g6biKFJdynsnPE=,ios,4,4.0
rj6htSxYS7q6mdgB9SfTu1cO1wA=,ios,5,4.75
oc+nXUCUdIARP7yaCrpr93Dio9Y=,ios,5,4.0
fRgDt06zvN8hOSSnyXXSXoPpKhM=,ios,5,4.75
/8/CiI80e2baOd3k9S2DlfRusBs=,android,5,3.75
AlYStlIrfHPl5A66hBaD3dNBwTY=,android,4,4.25
m8ZdF3iuoDzVoa/2It9nvVmUtHI=,android,5,3.0
3u+ULjAUvDlxBqFqAFmuyxtBD+k=,ios,4,4.25
sp/aFS7h/dXm9ljVNSNIrxc5yMc=,android,6,5.0
YbZJwgeT/vlwuZ+8aMUw6t80S+w=,ios,6,2.5
QXxeUFb47TG6xn1zQy3MSCmedQ4=,ios,15,3.75
XPvC+0YOv/MTCPnxGOSleimCAW4=,android,4,2.75
dPx6a2GGVgPgxDqjztYWy0k7K/Q=,android,4,4.75
Pou8wm2+n+69nvaqKoxq7eFrW+M=,ios,5,5.0
rQ5birF/RewdvGvaJMTz6UPO+Iw=,ios,5,4.0
H72YSbJrdLM11iNunZQi1L1QPF0=,ios,5,4.0
emCe3vVAVpejGdcZbh0h1e+ZFjY=,ios,5,3.5
rjzwoEHGXkDmghcLDYm1qgyZ2nI=,android,4,2.75
sOHKQdAfOjURhQLpqMT37I92/Kk=,android,4,4.75
M5xlUw84LmXh/tC+tDFMQ0YoVjs=,android,5,3.75
Bqg4MsNTRxnpHESwpRoQuB/kscA=,android,4,4.0
EzntJeplifM16opugLinPlwrD2E=,ios,4,4.75
V0EzPowhWQCxtw1Xtxv2l9RrJ0k=,android,6,4.5
SLpwq+dH94espfRPg7jj0xEkwd4=,ios,14,4.5
Ax1lyMPr0RoWDuaInsAxJRumnHI=,android,5,5.0
5czddql74lGB63UkATRvtT93QVc=,ios,14,4.75
7VcxPYlhvToIC52OsVbo5D7+bgw=,android,4,3.0
kSX0EuZ7zC0+MX00OcMXu/vxPo4=,ios,4,3.5
/Kib8e8MfgzvWbH0vc5bVe/MQNs=,ios,5,4.75
EaFA3C/+XfueQtA8eJl9LP1Ke2I=,android,4,3.25
SDcl4dwCB2m0ytypAqk3cQJt1Bg=,ios,4,3.5
rJh/0FPt/pLmPYsy5XNOtPrbX08=,android,4,3.5
P13M7gbS6aoRvR84Eff2zK2YKHI=,ios,5,2.75
glli/V0BoZ6pcO3tT8IFzIjZsfY=,ios,4,3.75
FBiNGcQ0xwN1x11z95ags6a+SKw=,android,5,4.75
6k+btI6ZkPJt/N0ATFBp7Jo2N+8=,android,4,4.25
/WoKTF0LlbF0avGPnXByp1nytR4=,android,4,4.75
Kky76jecZEv3SnH5nUnH9rFfwRo=,ios,5,4.0
ltOLpyJmVJ1S6XkKG0gelhImX0Q=,ios,4,3.0
+oBxXmf/KqKemPbVpBIyJNXlZhM=,ios,4,5.0
nS+ixxxWiqfqlM5H47zMPEuFqNg=,android,14,4.0
BJNI0Jb4BF7+IJxxnHQhDa0sc5E=,android,4,4.0
4I+36ZWxoyJVJ3dAf8E++P90iWo=,android,5,2.75
JjvB6k6ZQuZfbTTdTsslDzN9ChM=,ios,4,4.0
+YQA1qLcN1nRzUtSDkch1TqQfdE=,android,5,2.0
DVG8qZpQFPVMnsuz21txyrgswQw=,android,6,5.0
GXXAIhm46/k9ThJDBLVbbxZqTjA=,android,14,4.0
obnhUXn4m3eBzTrejSMxT2tErLo=,android,4,4.25
MqtZ4sO2mcJNfkIbyLjYHfKDbPU=,ios,4,2.75
abaLnKXjmOQZ3ovLBjSpEVsKqPI=,android,15,3.0
i29yOuUnqJQDnriTgCs2xQQupPw=,ios,15,4.5
5HCZnNrLmwc7zYtVIKFrv6mkk7Q=,ios,5,4.25
Wh147M02BdKj3FxMW+NM9BtXhNA=,ios,6,4.5
opEe0Yk7nMcYCAMd8PDJNsf7GOk=,ios,5,3.5
HMH1D/iQtB1j3fJ2xrwCFrk6oW4=,ios,5,3.75
dkRLyqfrTwMs947Sa9EmsV3PC7M=,ios,5,5.0
tv9AlDwra8VHMJlIUVUKr+igFW8=,ios,4,4.5
WfNpZdgCX+i3owfdStqG8Tht2nc=,android,4,4.25
z+ih6CUtklIEWs8+lwiyTKcLp50=,android,5,4.0
+Vtb6S/i+B9kXEbN2luOrjd5UxA=,android,4,3.0
3H6jwi6PP2Gi6HkG1dOUrbETdLg=,ios,4,4.5
UpTS2fZthmvl+27t1vr4Akgn8wE=,ios,5,4.25
CkoXsoxj3lGzNiGhCWY8GSeOXCY=,ios,5,1.75
D5o3TKhBvoEs05exv6OtIiJEEn8=,ios,4,3.0
nXe36t7XURaHLYQNWtbTbc/3ULc=,ios,15,4.0
ko8rNOgeskRhtKCFLDX2Kx+QBd8=,ios,4,4.75
PUmUNG5PgOpTz2Cy8tG+3MrJ540=,ios,5,3.25
RMUPtsUPrqD1dSfR/yjfldgPvos=,ios,5,3.5
j7BSs/IZSGLLvD3JJnDjh3jdhJE=,ios,6,4.0
MYlCSyyaJFdLuuDb+4iHWVonQeI=,ios,4,5.0
LAMDUANU13f+vqA4tsbFApjjWbY=,android,5,3.5
BxNQPTn+D+ew9/BiMiFbuMCLLsc=,ios,5,3.75
0dbKidewVonmqlGXhQ0/0HBosTg=,android,5,3.75
HKuMbcH2NqozZkT6xOqAkZdwSd4=,ios,4,3.75
ERFgFSc2wYTOFW5I+GevkJRanek=,ios,14,5.0
wMij0xZY5N/AlNcody+pim0T9Ao=,android,4,4.0
8AxC+u7+Wi9RD/9UAeVB2yHeWKg=,ios,4,4.0
IKP6zVEmi8l9+gAGv5ybubmE6r0=,ios,15,5.0
BKtbPXsXYchR3WVUMsUPCwYZ5NQ=,ios,5,3.25
N9Wsq6UbpwiTm6xJew8C1/TLB0A=,android,5,4.5
bJ1sSuRJPYc5vXIdyItdqOsvzeg=,android,15,3.25
uMaVGlsgtbVHeL9zdHOKZrPlKyA=,ios,5,2.5
nWILz8/mlQIPFGAUS/s7KZOC9U4=,ios,4,3.25
h2oD/OwM4MTC/WJuPSL2ujVwaSA=,android,14,3.5
Obdm+hmpEnwbdDieQfQonoUFpO8=,ios,5,4.0
TVgfoVenzM7Q2KFEg4gnYUKKqd0=,android,5,3.75
3MasTfqGdxbFv7rCPURYTRWn2K8=,ios,5,5.0
48jYLKxX0tUu8Ng3EHLvT97CXpo=,ios,5,2.0
Egbzu0l2cMjVHWT+ikQDTvjomv0=,android,5,2.75
npsaezEHRZvgI89YynpUeBx+0h8=,android,6,3.25
3MMP+5bYlnl52y7yWobHxJ29DqY=,ios,5,3.5
ufKHxJ1f852G0D8ZcV3dNCxr6WI=,ios,5,5.0
GrFnetk2AMwHbw4IZyfdAwOfXeU=,ios,4,3.5
KM40/K/WGuu7sL7LURpvIuJKG7U=,ios,6,4.25
S7/SVFksfaMGJ70tubgIjHBIXPM=,android,15,5.0
VJqQZtT3LH4OLEc2urfB0yzQ3Y0=,ios,5,4.5
WTyelyvMzaNo9yZdCOivsRuTUFg=,android,4,3.5
nfdCXt55vcr3bhHAG+JmZtz6+6Q=,android,5,3.75
uP82NCraxmpGdPXjYphkiku1KK4=,ios,6,2.75
w8r99Vca6sPAhzp18Vi4m775NyY=,ios,5,4.75
6NiZhNz4eZzzOFY0WQgRCFf0Y+Y=,ios,5,1.75
RMUPtsUPrqD1dSfR/yjfldgPvos=,ios,16,4.0
Pqm9Os5zdCWKH09+prCcIHjRpog=,android,4,3.75
MhUcJMivkbTIrnrvGKaGSEmx9gE=,ios,4,3.75
cGxWfQpnAX7+ZpG0HZ1hXoU5y20=,android,15,3.5
M212z7tBt0LAUtYvgki0ZNM4hGQ=,ios,4,4.5
mRoPwDuF/78fl801dSmJ9DLNyC0=,ios,5,3.75
siipMWf56MCbk3E4qNEz3LoIyqg=,ios,16,3.25
m8HcYLgRL7YJmLugN7M1FJ9g310=,android,14,3.0
k49AVcoJ/rNEwPWVmCvzcJA1GK8=,ios,5,4.75
fd0TNbWgnEQG4UvmFy7Xku26UPE=,android,4,4.0
oI/Jksp2VwGmR/no6Wz8y/xJ7F4=,ios,5,5.0
uK0nDK9okGXFAT0Aw0819PQo9eM=,ios,6,4.0
qkUI5SVPhhGlqnxJo45Kv4xXzCE=,android,4,3.75
qIhxMLLkXcbhCKZhLT5hr1xJwnc=,ios,14,4.25
hBYZEr9/ctQ4gBacWRDVX7fzkrY=,ios,15,4.5
AUf94HeNCUe1SpGL4zzjmVaus7w=,android,14,4.75
9xcmwTscXHcnnZyiUnu/WDw3Pgo=,ios,4,3.75
K71zcY5YWpFzYU0mheKqtGz401E=,android,15,4.25
7mO5aRGUGqipakqj4PqlaFwprCc=,ios,6,3.75
zAAtkX2fGTooYMNN7W5a98Pm5RM=,android,5,4.0
0UCmNhXtOa5iNqs1xEl5vtuWQGw=,android,6,4.25
Qc7hBlGc8uACu4QCw0W5uipvHfk=,ios,4,4.0
QDLur144BEyxXHiWRtpA/IpIWCw=,ios,5,2.75
bB2Varn0Aj/D79PlZESHspQp6Cs=,android,5,3.25
HHS7G7yuMzHt6+JZzJ/25D+eQGg=,ios,4,3.5
sAuYzHqowdUnRNcduOZbnJGiY70=,ios,5,4.0
6w+1mL9wPwnHxd737FpFOfgAVVI=,ios,5,3.75
93FJEjQaPFW8QOtTH5smQXggm44=,ios,5,3.75
D68IbcjFoeO9S12PJMIAS/krHRY=,ios,5,5.0
Aj6U6BJtTn+omMUMRiTOYeQlzEU=,ios,4,4.0
TX0Nvwurxzcrkv3/dIVnXTlIL3w=,android,5,2.5
sWt5ufRQxJVrpCesd1dfBJWznrU=,ios,5,4.25
ZOS9QbgGZq+pNLi2aHO58RV72So=,ios,5,3.5
yNfIPRVPEDh5SEqK1sIhWsUoaNE=,android,5,4.25
rpV4IvpsHH5e3dUBS7VPVi599pE=,ios,4,4.25
345DImdEa49o2aRymbS9+w0Sk3k=,ios,4,4.5
tw5MsMK8eD/jrPi8kRc9x6/RNUA=,android,5,3.5
x3xAuPKYPssFF1VTeTbXCJhVK+0=,ios,5,3.0
nTSsfNMkECSYqk9iQqNhuadEtOc=,ios,4,4.25
MVHhEz+xoY8EfcjqWGuVQiLUhQk=,ios,5,4.25
281vGLG3s/mrUQ+vSEtyraaseA8=,android,5,5.0
6IEXifNqaKv1bMIt4zSK67lpdls=,ios,5,4.25
udAxRlXDnwWLBFtQzXDXB0feuxE=,ios,4,4.5
WxhXA6Pyn4CmWYDtCswtvC6DGYc=,ios,6,4.0
fMZ08Ey2MMhT7pgdYkkI6vkx9yk=,ios,6,3.25
8QQI2aDxijCeK1cDpFp7A6+n3o0=,ios,14,4.0
csry+3HqPD/9ALBNsyyoRV4j90Q=,ios,6,2.5
DIDMQ9bRm3bepW7pOOyvYEr76fk=,android,5,3.5
AF148V3qxycS5DbFUrlYAxacVUA=,android,4,5.0
EwQB5x5+1rGqmBPHzFE9iKaMzBI=,android,4,4.0
GpHzEG6AxLsZvzI264c7KleEWu4=,android,4,4.0
1Ee18FDlcHornWpe39sj2BOTdnQ=,ios,5,4.5
tL6CbJ7VHZBVgQwDkp80RXx9Mtc=,android,4,3.0
6MCx+IqFukjW3WRh7svVtmWBweY=,ios,4,4.0
1qD/vC3VIvshymlfppMXeXatCRo=,android,6,3.0
dbN7S6JhMUAv8KfjMQILq9gheLk=,android,5,4.25
Yr6TE+USXPleq4om5MioIj2BJmI=,ios,14,4.0
maABBckYfzfCmMbQyKXfkP87Zio=,ios,4,2.0
A6XUQi/UTNcgUWSNWdyW/06wk3s=,android,5,5.0
6UoO61CbGyOLszmCBNaFUaZBq/8=,ios,5,4.75
2hlX9NFVPFBCHPQtRV4LYrSjhgQ=,android,4,5.0
PL8ORA30TaCJvqBViRHxeQwHFSY=,ios,16,2.75
qplPTZbWZGcHEKwicSG7Lwx2zoE=,ios,6,4.5
c6gwg76lC5i9LcDvAhmu524lLj4=,android,15,4.25
omCuE6uV7LdSm1UXDBeDBla+wfA=,android,5,4.0
bCtg0r/thX7WOKWRT/zHOc13r10=,ios,5,4.25
S/+1dFOAL9/Y0AGLzMnbNoP0QyE=,ios,15,3.0
LMDQFK24VW32aUTTPNz5E1AgiCI=,android,14,4.5
7gdUKB5sl8d5fhFVUgy3I6jYDco=,android,5,5.0
RDFaSJbi7fGyUlmEej+saU7o3io=,android,5,3.5
qJamd59te/pavOGgf0EdZBFThvs=,ios,14,3.5
NEitH5lRGFQJ/DxkU20LuUBWAwk=,ios,6,4.25
Jck9umKtPEWHZQWzL96qf0+sBzc=,ios,6,2.75
Z+135tPDhdU1zmHmDrb0f2Xtltc=,android,5,4.5
gbdJg/gxgY6pmwKDTdDjIsaTlgo=,ios,4,4.0
Rj/G9pVGNzg2U6AdFTfS0tZfHQA=,android,15,4.0
HDL6AQWTHAEsHqoN+Ky6GCyHtLM=,android,4,3.5
0lLhEJbbrzyfkDWKslGckecwUNY=,ios,16,5.0
YkQXFUFaHCCM6laLcpcy6guoKjY=,android,4,3.0
1Y1j/2wn6nv3x0a6z3XL/av7ptQ=,ios,5,4.25
a9qzskE9TZJRu0ZDlnKBjp9ux2A=,ios,4,5.0
B/0Jmer+U3DMkRV162k+Tr6YU/U=,ios,5,3.0
bv1MZK0sXrfdh1eTVFceDjScBxY=,android,5,2.75
KHJ+lkt+KJBgVX+TybUZOb5QS1I=,ios,4,5.0
T910q3qFMwJji6+YBTWe2Z6+LtQ=,ios,4,4.0
/YsqVrJZ0+5/vTPWbwx8illk5es=,ios,5,4.25
HVaWTNQFtBNkrU1i6edKCHZbFl4=,ios,15,2.25
uqJUApNu7Qb3I6ppkO+jAxtWCRw=,ios,6,4.25
dBYXFvwaxaMLXqXRt//H8UhZEn0=,ios,14,5.0
fFC2ccZk/UEvCP24niX2fch1Pco=,ios,4,4.0
HacuijCW25/VLCpF4UjnICA9yxU=,ios,4,3.0
A/I8mLjmCz62nolD+g2ihMJnzGI=,android,4,3.0
ec2BJvGzwcMNILmo2UVGMQiNO0k=,android,15,4.0
Mb4vxykXSm4W123gIamg8AqkEbo=,android,16,4.25
P8NM1SH4IzIw8Gn0n/YL40zXqxk=,ios,4,3.25
6VuLr7nupM5gv5ZvE8uPx+TCiM4=,android,15,3.75
6Jheyw7JWRlc+26ryJgNdYOsqlU=,ios,5,3.5
TMpGDllwGLD0qnRXUtEDoUK4GiA=,android,5,3.0
B0hBonEKOiyCkoceQR3XXoFSllc=,ios,4,4.25
jovwFLRNyPrVqLls+PfzdkmlXRA=,ios,4,3.5
9qlMVmKCmMaAu7D+KhMMskXQkgk=,ios,4,4.75
HXNGDjTM62laVxbTirfXIIogR1k=,ios,6,4.0
OypnwEyHTop9u1OPgVn4DvLw/54=,ios,4,4.0
PAYUb18ZdKeECo1ctkz3khPkNAI=,ios,5,4.0
/ehOLWkhQjPeIotFFj3iufezmUo=,ios,15,4.0
13m/kht922nSCvTZPsgJMlFa0ZI=,ios,15,5.0
UvYczC/PDeACA7jfdHGDaUhOXbE=,ios,4,4.25
6arjNNam4VTAP+tApOxuGbM9bqY=,ios,5,3.0
UCKwljADNKWBimX6E6ZxK9ZKN6k=,ios,5,4.5
4n9fMGD2MT5xKPCZYtoSp/vWzyw=,ios,4,3.75
aD+xCaESiEKk9qz3GHsqg8/r8p0=,ios,4,4.5
T2Axr7YASyfd3nTNNnavYQpzeOw=,android,5,2.75
EKFSrP7u9F2P5vQHfSEP5izcVfk=,ios,15,3.75
saFBpljEmhy9wrbRkcyvzgG+6MQ=,ios,4,3.0
WJPW1MFsR0+uCadSNf/mi+uc+oA=,ios,5,3.75
E+MhVaYL2BWhX/yZbqu+4t+7gKA=,ios,5,3.75
WN6a/nvJImmBvrHpYDNKLZjCxcQ=,ios,5,3.75
Sir8bLYfhjpjJC9xooJ2MQKwiW0=,android,5,3.5
+z2P607McHlE/NwiAeIjqHpYU1Q=,ios,4,2.75
u39d3STVIZ4NGega8DqkBOaI8lI=,ios,6,3.25
319dfpn9sdWmCYPGltunxMyv8pw=,android,5,3.5
42gUNeRZDh2iNv2GuFmTADPenwQ=,ios,4,3.0
TgGAlUlgHna+OT+AzDYFreIczUk=,ios,4,3.0
laW1hePK2dt4CUOFTtRcVnGjuT4=,android,5,3.25
cejxJizroFVhnVmSwu7k6WcvMp8=,ios,6,4.5
jH1bt58yW6EorzaX7+ViiQfBSgs=,ios,14,3.5
UlFhD3qeWg6mxHW0HkVQoHHyMWY=,ios,5,4.0
J2jYh6jG8epOSHCeOk+qric4VtA=,ios,4,4.0
1SNKxNo2dm/MuRP7HxXGl61lsyw=,ios,6,2.5
nUpW0hXerK1D7V8J6vpj6RGITBw=,android,5,4.75
ZotrIhjSt8M5iKluOKtCLh2GdDc=,ios,14,3.75
sPaywWcQiOdSxfdgUGbGf+eWZoQ=,android,4,3.75
Dr0TPpxhgj4Sas3+C4wvYA+68Js=,ios,4,4.25
hEEwz62RCnD9RjBELlI6JhTLq58=,android,5,4.0
